Gene names,Gene names  (primary ),Status,Organism,Protein ID
WLS C1orf139 GPR177 UNQ85/PRO18667,WLS,reviewed,Homo sapiens (Human),Q5T9L3
MRI1 MRDI UNQ6390/PRO21135,MRI1,reviewed,Homo sapiens (Human),Q9BV20
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZI46
EMG1,EMG1,unreviewed,Homo sapiens (Human),A0A087WWQ2
MYO1B,MYO1B,unreviewed,Homo sapiens (Human),E7EQD9
RPL31,RPL31,unreviewed,Homo sapiens (Human),H7C2W9
CNOT3,CNOT3,unreviewed,Homo sapiens (Human),A0A087X0F9
NOMO2,NOMO2,unreviewed,Homo sapiens (Human),H3BTW1
TVP23C,TVP23C,unreviewed,Homo sapiens (Human),C9JPH1
TMEM63B,TMEM63B,unreviewed,Homo sapiens (Human),H3BLW6
DLAT,DLAT,unreviewed,Homo sapiens (Human),H0YDD4
WDR6,WDR6,unreviewed,Homo sapiens (Human),E9PDU5
CREBBP,CREBBP,unreviewed,Homo sapiens (Human),I3L466
PDLIM2,PDLIM2,unreviewed,Homo sapiens (Human),A0A087WXJ0
DDB2,DDB2,reviewed,Homo sapiens (Human),Q92466
P4HA2,P4HA2,unreviewed,Homo sapiens (Human),C9JN43
STX10,STX10,unreviewed,Homo sapiens (Human),K7ELY2
STON1-GTF2A1L,STON1-GTF2A1L,unreviewed,Homo sapiens (Human),A0A0A6YYG5
FAM136A,FAM136A,unreviewed,Homo sapiens (Human),C9J2Y4
NEDD1,NEDD1,unreviewed,Homo sapiens (Human),G3V2M9
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZGY1
NSDHL H105E3,NSDHL,reviewed,Homo sapiens (Human),Q15738
FAS,FAS,unreviewed,Homo sapiens (Human),A0A087WTM9
EMC3 TMEM111,EMC3,reviewed,Homo sapiens (Human),Q9P0I2
PEX14,PEX14,reviewed,Homo sapiens (Human),O75381
GNPNAT1 GNA1,GNPNAT1,reviewed,Homo sapiens (Human),Q96EK6
SLC12A6 hCG_1998565,SLC12A6,unreviewed,Homo sapiens (Human),H0YMQ9
CNDP2,CNDP2,unreviewed,Homo sapiens (Human),J3QR27
PTMA,PTMA,unreviewed,Homo sapiens (Human),B8ZZQ6
MRRF,MRRF,unreviewed,Homo sapiens (Human),X6RDS5
MCM4,MCM4,unreviewed,Homo sapiens (Human),A0A3B3IU45
HECTD1,HECTD1,unreviewed,Homo sapiens (Human),H0YJD4
RCN2,RCN2,unreviewed,Homo sapiens (Human),H0YL43
SEH1L,SEH1L,unreviewed,Homo sapiens (Human),K7ELV2
JPT2,JPT2,unreviewed,Homo sapiens (Human),A6NGP5
HDHD5 CECR5,HDHD5,reviewed,Homo sapiens (Human),Q9BXW7
FLYWCH2,FLYWCH2,unreviewed,Homo sapiens (Human),I3L4I0
EXOG ENDOGL1 ENDOGL2 ENGL,EXOG,reviewed,Homo sapiens (Human),Q9Y2C4
TRAPPC5,TRAPPC5,unreviewed,Homo sapiens (Human),M0QZQ8
VAMP2,VAMP2,unreviewed,Homo sapiens (Human),J3QRU4
PPAT,PPAT,unreviewed,Homo sapiens (Human),D6RCC8
ZNF622 ZPR9,ZNF622,reviewed,Homo sapiens (Human),Q969S3
MTRR,MTRR,unreviewed,Homo sapiens (Human),D6RF21
IFT27,IFT27,unreviewed,Homo sapiens (Human),H0Y6C7
HM13,HM13,unreviewed,Homo sapiens (Human),A0A3B3IUB5
AGPS,AGPS,unreviewed,Homo sapiens (Human),A0A1B0GWA2
CNPY3,CNPY3,unreviewed,Homo sapiens (Human),A0A0C4DFY8
TRIM16L TRIM70,TRIM16L,reviewed,Homo sapiens (Human),Q309B1
SEPTIN11,SEPTIN11,unreviewed,Homo sapiens (Human),D6R9Y6
AK5,AK5,reviewed,Homo sapiens (Human),Q9Y6K8
PUF60,PUF60,unreviewed,Homo sapiens (Human),E9PN18
TMEM126A,TMEM126A,reviewed,Homo sapiens (Human),Q9H061
POLR1A,POLR1A,unreviewed,Homo sapiens (Human),B9ZVN9
MYO1E,MYO1E,unreviewed,Homo sapiens (Human),H0YLE5
MMS19,MMS19,unreviewed,Homo sapiens (Human),H7C0A9
TXNL4A,TXNL4A,unreviewed,Homo sapiens (Human),K7EPA6
TM9SF4 hCG_38809,TM9SF4,unreviewed,Homo sapiens (Human),A0A0C4DFM1
ANKS1A,ANKS1A,unreviewed,Homo sapiens (Human),A0A3B3ISP1
USP4,USP4,unreviewed,Homo sapiens (Human),H7C189
CTTN,CTTN,unreviewed,Homo sapiens (Human),H0YEV2
HEATR6 ABC1,HEATR6,reviewed,Homo sapiens (Human),Q6AI08
GLB1,GLB1,unreviewed,Homo sapiens (Human),F8WF40
MRC2,MRC2,unreviewed,Homo sapiens (Human),J3QQZ6
CPNE3,CPNE3,unreviewed,Homo sapiens (Human),E5RFT7
CHORDC1,CHORDC1,unreviewed,Homo sapiens (Human),E9PPQ5
POGLUT1,POGLUT1,unreviewed,Homo sapiens (Human),F8WEW4
PGM3,PGM3,unreviewed,Homo sapiens (Human),D6RCD1
DEK,DEK,unreviewed,Homo sapiens (Human),H0Y8X0
WARS1,WARS1,unreviewed,Homo sapiens (Human),G3V4N8
HTT,HTT,unreviewed,Homo sapiens (Human),A0A3B3ISR3
HPCAL1,HPCAL1,unreviewed,Homo sapiens (Human),H7BZC1
UQCRC2,UQCRC2,unreviewed,Homo sapiens (Human),H3BUE4
YY1,YY1,unreviewed,Homo sapiens (Human),H0YJV7
ARHGEF18,ARHGEF18,unreviewed,Homo sapiens (Human),A0A3B3IPE9
SSR1,SSR1,unreviewed,Homo sapiens (Human),E9PAL7
BRCC3,BRCC3,unreviewed,Homo sapiens (Human),A0A0D9SF50
PGM3,PGM3,unreviewed,Homo sapiens (Human),H0Y987
ERO1A,ERO1A,unreviewed,Homo sapiens (Human),G3V5B3
VARS1,VARS1,unreviewed,Homo sapiens (Human),A2ABF4
COMMD3-BMI1,COMMD3-BMI1,unreviewed,Homo sapiens (Human),R4GMX3
SEPTIN9,SEPTIN9,unreviewed,Homo sapiens (Human),K7EQ08
COL4A1,COL4A1,unreviewed,Homo sapiens (Human),A0A3B3ITG7
ARHGEF10,ARHGEF10,unreviewed,Homo sapiens (Human),E9PB39
PPP1CB,PPP1CB,unreviewed,Homo sapiens (Human),C9J9S3
SQLE,SQLE,unreviewed,Homo sapiens (Human),E7EVQ6
NOL7,NOL7,unreviewed,Homo sapiens (Human),H7C2B1
SLC16A3,SLC16A3,unreviewed,Homo sapiens (Human),J3QRP8
DCAF13 WDSOF1 HSPC064,DCAF13,reviewed,Homo sapiens (Human),Q9NV06
CDK5RAP3,CDK5RAP3,unreviewed,Homo sapiens (Human),J3QS62
SAR1A,SAR1A,unreviewed,Homo sapiens (Human),H0Y5E8
AP1S2,AP1S2,unreviewed,Homo sapiens (Human),F6SFB5
ASNS,ASNS,unreviewed,Homo sapiens (Human),C9JM09
MRPL38 HSPC262,MRPL38,reviewed,Homo sapiens (Human),Q96DV4
VPS25,VPS25,unreviewed,Homo sapiens (Human),K7EKV4
BAG6,BAG6,unreviewed,Homo sapiens (Human),F6XTU0
PPP2CB,PPP2CB,unreviewed,Homo sapiens (Human),E5RHC1
TLK2,TLK2,unreviewed,Homo sapiens (Human),J3KRK0
TMEM119,TMEM119,unreviewed,Homo sapiens (Human),F8VS22
RANBP2,RANBP2,unreviewed,Homo sapiens (Human),F8WBP7
C20orf27,C20orf27,unreviewed,Homo sapiens (Human),H7BYU9
NFKB1,NFKB1,unreviewed,Homo sapiens (Human),D6RC45
NAA50,NAA50,unreviewed,Homo sapiens (Human),B0AZT5
PCYT2,PCYT2,unreviewed,Homo sapiens (Human),I3L1L9
PLEC,PLEC,unreviewed,Homo sapiens (Human),E9PMV1
MTHFR,MTHFR,unreviewed,Homo sapiens (Human),A0A286YF47
AACS ACSF1,AACS,reviewed,Homo sapiens (Human),Q86V21
RPS6KA4 MSK2,RPS6KA4,reviewed,Homo sapiens (Human),O75676
SART1,SART1,reviewed,Homo sapiens (Human),O43290
VDAC2,VDAC2,unreviewed,Homo sapiens (Human),A0A0A0MR02
INTS9,INTS9,unreviewed,Homo sapiens (Human),H0YBK3
SEPHS1,SEPHS1,unreviewed,Homo sapiens (Human),Q5T5U6
PNKP,PNKP,unreviewed,Homo sapiens (Human),M0R3C8
LUC7L3 CREAP1 CROP O48,LUC7L3,reviewed,Homo sapiens (Human),O95232
HTRA1,HTRA1,unreviewed,Homo sapiens (Human),A0A3B3IU24
LZIC,LZIC,unreviewed,Homo sapiens (Human),K7ES95
FBLN1,FBLN1,unreviewed,Homo sapiens (Human),B1AHM8
TNS1,TNS1,unreviewed,Homo sapiens (Human),A0A2R8Y4T1
PSMB5,PSMB5,unreviewed,Homo sapiens (Human),H0YJM8
NDUFB6,NDUFB6,unreviewed,Homo sapiens (Human),A0A087WZX2
RACK1,RACK1,unreviewed,Homo sapiens (Human),D6RAC2
SUN2,SUN2,unreviewed,Homo sapiens (Human),B0QY60
ERI3,ERI3,unreviewed,Homo sapiens (Human),A0A3B3IU35
RNF40,RNF40,unreviewed,Homo sapiens (Human),H3BP71
DNAJB3 HCG3,DNAJB3,reviewed,Homo sapiens (Human),Q8WWF6
FASN,FASN,unreviewed,Homo sapiens (Human),J3KTF0
CASP4,CASP4,unreviewed,Homo sapiens (Human),E9PMT1
LGALS3BP,LGALS3BP,unreviewed,Homo sapiens (Human),K7ERZ6
RPL36AL,RPL36AL,reviewed,Homo sapiens (Human),Q969Q0
CLDN11 OSP OTM,CLDN11,reviewed,Homo sapiens (Human),O75508
KIFC1,KIFC1,unreviewed,Homo sapiens (Human),A2AB20
NUB1,NUB1,unreviewed,Homo sapiens (Human),F8WDL9
MIOS,MIOS,unreviewed,Homo sapiens (Human),C9JAQ1
DKC1,DKC1,unreviewed,Homo sapiens (Human),H7BZF2
NDRG1,NDRG1,unreviewed,Homo sapiens (Human),E5RK17
FAM83A TSGP,FAM83A,reviewed,Homo sapiens (Human),Q86UY5
INTS12,INTS12,unreviewed,Homo sapiens (Human),C9JDP3
MPDU1,MPDU1,unreviewed,Homo sapiens (Human),J3QRD5
SMARCD2,SMARCD2,unreviewed,Homo sapiens (Human),J3KMX2
ARL8A,ARL8A,unreviewed,Homo sapiens (Human),A0A087X2J2
STX8,STX8,reviewed,Homo sapiens (Human),Q9UNK0
PLPBP,PLPBP,unreviewed,Homo sapiens (Human),E5RFZ4
UBR1,UBR1,reviewed,Homo sapiens (Human),Q8IWV7
LPCAT1,LPCAT1,unreviewed,Homo sapiens (Human),A0A0G2JRI7
NIP7,NIP7,unreviewed,Homo sapiens (Human),J3QRR4
CYP51A1,CYP51A1,unreviewed,Homo sapiens (Human),H7C0D0
CD47 MER6,CD47,reviewed,Homo sapiens (Human),Q08722
CDC34 UBCH3 UBE2R1,CDC34,reviewed,Homo sapiens (Human),P49427
WASHC4 KIAA1033,WASHC4,reviewed,Homo sapiens (Human),Q2M389
RNASEH2B,RNASEH2B,unreviewed,Homo sapiens (Human),A0A2R8YCX2
UTP3 CRLZ1 SAS10,UTP3,reviewed,Homo sapiens (Human),Q9NQZ2
LARP4B,LARP4B,unreviewed,Homo sapiens (Human),V9GYI5
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GUH5
MVP,MVP,unreviewed,Homo sapiens (Human),H3BPZ2
PIGT,PIGT,unreviewed,Homo sapiens (Human),A0A1W2PPR6
ALG9,ALG9,unreviewed,Homo sapiens (Human),A0A087WVC0
IPO5,IPO5,unreviewed,Homo sapiens (Human),E7EQT5
ALG9 DIBD1,ALG9,reviewed,Homo sapiens (Human),Q9H6U8
WAC,WAC,unreviewed,Homo sapiens (Human),A0A0A0MRT2
NELFCD TH1L hCG_28547,NELFCD,unreviewed,Homo sapiens (Human),H0UI80
MARS1,MARS1,unreviewed,Homo sapiens (Human),F8VPL7
MLF2,MLF2,reviewed,Homo sapiens (Human),Q15773
AP2S1,AP2S1,unreviewed,Homo sapiens (Human),X6R390
UBL4A,UBL4A,unreviewed,Homo sapiens (Human),F8WB70
TRIM47,TRIM47,unreviewed,Homo sapiens (Human),A0A0M3HER3
THOP1,THOP1,unreviewed,Homo sapiens (Human),K7EMU4
RECQL RECQ1 RECQL1,RECQL,reviewed,Homo sapiens (Human),P46063
ACP2,ACP2,unreviewed,Homo sapiens (Human),A0A5F9ZI20
CDC5L KIAA0432 PCDC5RP,CDC5L,reviewed,Homo sapiens (Human),Q99459
GFUS,GFUS,unreviewed,Homo sapiens (Human),H0YE90
,,unreviewed,Homo sapiens (Human),J3KR12
ACP2,ACP2,unreviewed,Homo sapiens (Human),B7Z6U3
SLTM MET,SLTM,reviewed,Homo sapiens (Human),Q9NWH9
PCYOX1,PCYOX1,unreviewed,Homo sapiens (Human),C9K055
FNDC3A,FNDC3A,unreviewed,Homo sapiens (Human),H7C507
SEPTIN10 SEPT10,SEPTIN10,reviewed,Homo sapiens (Human),Q9P0V9
ERCC2,ERCC2,unreviewed,Homo sapiens (Human),B4E0F6
SUN1,SUN1,unreviewed,Homo sapiens (Human),C9K051
PSEN1 AD3 PS1 PSNL1,PSEN1,reviewed,Homo sapiens (Human),P49768
RETREG2,RETREG2,unreviewed,Homo sapiens (Human),C9JIF3
TUBB3,TUBB3,unreviewed,Homo sapiens (Human),G3V3W7
BOP1,BOP1,unreviewed,Homo sapiens (Human),A0A075B729
H3C15 HIST2H3A; H3C14 H3F2 H3FM HIST2H3C; H3C13 HIST2H3D,H3C15; H3C14; H3C13,reviewed,Homo sapiens (Human),Q71DI3
PRKD2 PKD2 HSPC187,PRKD2,reviewed,Homo sapiens (Human),Q9BZL6
CSTB,CSTB,unreviewed,Homo sapiens (Human),A0A1W2PQG6
MYCBP2 KIAA0916 PAM,MYCBP2,reviewed,Homo sapiens (Human),O75592
HBS1L,HBS1L,unreviewed,Homo sapiens (Human),E9PJ90
TNS1,TNS1,unreviewed,Homo sapiens (Human),A0A494C067
KARS1,KARS1,unreviewed,Homo sapiens (Human),J3KRL2
MTARC2,MTARC2,unreviewed,Homo sapiens (Human),F6V6Z1
CANX,CANX,unreviewed,Homo sapiens (Human),D6RFL1
COPS7A,COPS7A,unreviewed,Homo sapiens (Human),F5H4Z0
DYNC1LI2,DYNC1LI2,unreviewed,Homo sapiens (Human),J3KRZ2
RPL17,RPL17,reviewed,Homo sapiens (Human),P18621
TIPRL,TIPRL,reviewed,Homo sapiens (Human),O75663
COX5B,COX5B,reviewed,Homo sapiens (Human),P10606
MFSD8,MFSD8,unreviewed,Homo sapiens (Human),E7ERQ4
RACK1,RACK1,unreviewed,Homo sapiens (Human),D6RHJ5
,,unreviewed,Homo sapiens (Human),E9PP27
PALS1 MPP5,PALS1,reviewed,Homo sapiens (Human),Q8N3R9
DFFA DFF1 DFF45 H13,DFFA,reviewed,Homo sapiens (Human),O00273
RAB2A,RAB2A,unreviewed,Homo sapiens (Human),E9PKL7
ATP5PO,ATP5PO,unreviewed,Homo sapiens (Human),H7C068
MCM4,MCM4,unreviewed,Homo sapiens (Human),A0A3B3ITP6
NSRP1,NSRP1,unreviewed,Homo sapiens (Human),K7ERM9
MCM2,MCM2,unreviewed,Homo sapiens (Human),C9JZ21
RNF31 ZIBRA,RNF31,reviewed,Homo sapiens (Human),Q96EP0
RPL27,RPL27,unreviewed,Homo sapiens (Human),K7ELC7
ABR,ABR,unreviewed,Homo sapiens (Human),A0A0G2JSE0
TKT,TKT,unreviewed,Homo sapiens (Human),F8WAX4
EML3,EML3,unreviewed,Homo sapiens (Human),E9PJV5
FKBP14,FKBP14,unreviewed,Homo sapiens (Human),H7C1Z9
RABL3,RABL3,reviewed,Homo sapiens (Human),Q5HYI8
EXOSC2,EXOSC2,unreviewed,Homo sapiens (Human),A3KFL2
MTHFD1 MTHFC MTHFD,MTHFD1,reviewed,Homo sapiens (Human),A0A384N5Y3
TM9SF1 hCG_2039649,TM9SF1,unreviewed,Homo sapiens (Human),G3V1B9
NEK7,NEK7,unreviewed,Homo sapiens (Human),F5H3U7
LSM8,LSM8,unreviewed,Homo sapiens (Human),C9JNV3
WDR81,WDR81,unreviewed,Homo sapiens (Human),I3L1G2
PSMA6,PSMA6,unreviewed,Homo sapiens (Human),G3V4S5
SNU13,SNU13,unreviewed,Homo sapiens (Human),B1AHD1
RARS1,RARS1,unreviewed,Homo sapiens (Human),E5RH09
CLASP2,CLASP2,unreviewed,Homo sapiens (Human),A0A0U1RQI6
NAPA,NAPA,unreviewed,Homo sapiens (Human),M0QZM9
GAPVD1,GAPVD1,unreviewed,Homo sapiens (Human),H0Y7I9
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PRJ1
LGALS3BP,LGALS3BP,unreviewed,Homo sapiens (Human),K7EP36
TRIM5,TRIM5,unreviewed,Homo sapiens (Human),C9JWN8
SELENOS,SELENOS,unreviewed,Homo sapiens (Human),E9PN30
RBM3 RNPL,RBM3,reviewed,Homo sapiens (Human),P98179
MRPL51 MRP64 CDA09 HSPC241,MRPL51,reviewed,Homo sapiens (Human),Q4U2R6
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5K1VW73
USP25 USP21,USP25,reviewed,Homo sapiens (Human),Q9UHP3
SKIV2L,SKIV2L,unreviewed,Homo sapiens (Human),H7C5N0
SIRPB1,SIRPB1,unreviewed,Homo sapiens (Human),H3BU43
TRAPPC5,TRAPPC5,reviewed,Homo sapiens (Human),Q8IUR0
USP8 KIAA0055 UBPY,USP8,reviewed,Homo sapiens (Human),P40818
LARP4,LARP4,unreviewed,Homo sapiens (Human),F8VNV1
SCO2,SCO2,unreviewed,Homo sapiens (Human),A0A1W2PQK0
KTI12 SBBI81,KTI12,reviewed,Homo sapiens (Human),Q96EK9
FRYL,FRYL,unreviewed,Homo sapiens (Human),F2Z2S2
SNRPD1,SNRPD1,unreviewed,Homo sapiens (Human),J3QLI9
COL4A2,COL4A2,unreviewed,Homo sapiens (Human),A0A3B3IT80
ACOT7,ACOT7,unreviewed,Homo sapiens (Human),K7EKP8
RALB,RALB,unreviewed,Homo sapiens (Human),C9JYR1
RPS19,RPS19,unreviewed,Homo sapiens (Human),M0QYF7
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PRV4
PIK3CA,PIK3CA,reviewed,Homo sapiens (Human),P42336
EIF5,EIF5,unreviewed,Homo sapiens (Human),H0YK29
LDHA,LDHA,unreviewed,Homo sapiens (Human),F5GXC7
PAK1,PAK1,unreviewed,Homo sapiens (Human),E9PKH9
SLC30A9 C4orf1 HUEL,SLC30A9,reviewed,Homo sapiens (Human),Q6PML9
ZW10,ZW10,reviewed,Homo sapiens (Human),O43264
MYO9B MYR5,MYO9B,reviewed,Homo sapiens (Human),Q13459
COMMD1,COMMD1,unreviewed,Homo sapiens (Human),H0Y7J4
MRPL24,MRPL24,unreviewed,Homo sapiens (Human),X6RJ73
MLPH,MLPH,unreviewed,Homo sapiens (Human),H7C2D8
PPP2CA,PPP2CA,unreviewed,Homo sapiens (Human),E7ESG8
GSTT2B Em:AP000351.3 GSTT2 hCG_41095,GSTT2B,unreviewed,Homo sapiens (Human),Q6ICJ4
GSDME,GSDME,unreviewed,Homo sapiens (Human),H7C147
ZC3H14,ZC3H14,unreviewed,Homo sapiens (Human),G3V572
LIMA1 EPLIN SREBP3 PP624,LIMA1,reviewed,Homo sapiens (Human),Q9UHB6
TOR1AIP1,TOR1AIP1,unreviewed,Homo sapiens (Human),H0YD16
COPS5,COPS5,unreviewed,Homo sapiens (Human),E5RHH5
PACSIN2,PACSIN2,unreviewed,Homo sapiens (Human),B0QYG9
STK25,STK25,unreviewed,Homo sapiens (Human),C9JCC0
RMDN2,RMDN2,unreviewed,Homo sapiens (Human),H7C2J3
DOCK7 KIAA1771,DOCK7,reviewed,Homo sapiens (Human),Q96N67
NMRAL1,NMRAL1,unreviewed,Homo sapiens (Human),I3L3Z0
PHB1 PHB,PHB1,reviewed,Homo sapiens (Human),P35232
FAM120A,FAM120A,unreviewed,Homo sapiens (Human),A0A0C4DG79
TGFB1I1,TGFB1I1,unreviewed,Homo sapiens (Human),H3BN49
UGDH,UGDH,unreviewed,Homo sapiens (Human),E7ETF4
MYO1B,MYO1B,unreviewed,Homo sapiens (Human),C9JYW1
EIF1 SUI1,EIF1,reviewed,Homo sapiens (Human),P41567
NDUFS1,NDUFS1,reviewed,Homo sapiens (Human),P28331
IDH3A,IDH3A,unreviewed,Homo sapiens (Human),H0YKD0
SLC35E1,SLC35E1,unreviewed,Homo sapiens (Human),C9JK45
PREPL KIAA0436,PREPL,reviewed,Homo sapiens (Human),Q4J6C6
SRGAP2,SRGAP2,unreviewed,Homo sapiens (Human),E9PDX4
CIRBP,CIRBP,unreviewed,Homo sapiens (Human),K7ELV6
BLVRB,BLVRB,unreviewed,Homo sapiens (Human),A0A2R8Y7Y9
TCEAL4,TCEAL4,unreviewed,Homo sapiens (Human),J3KQY4
SNTB2,SNTB2,unreviewed,Homo sapiens (Human),H0YCS0
WDR74,WDR74,unreviewed,Homo sapiens (Human),H0YFP2
C19orf53 HSPC023,C19orf53,reviewed,Homo sapiens (Human),Q9UNZ5
TPI1,TPI1,unreviewed,Homo sapiens (Human),U3KPS5
COL16A1,COL16A1,unreviewed,Homo sapiens (Human),H7BY97
PPIL3,PPIL3,unreviewed,Homo sapiens (Human),B8ZZ77
KLC2,KLC2,unreviewed,Homo sapiens (Human),E9PQ02
LARP1 KIAA0731 LARP,LARP1,reviewed,Homo sapiens (Human),Q6PKG0
PNKP,PNKP,unreviewed,Homo sapiens (Human),M0QYI1
DNAJB6,DNAJB6,unreviewed,Homo sapiens (Human),C9JB42
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y504
PPT1,PPT1,unreviewed,Homo sapiens (Human),E9PSE5
MGAT1,MGAT1,unreviewed,Homo sapiens (Human),D6RAK2
BRD2 KIAA9001 RING3,BRD2,reviewed,Homo sapiens (Human),P25440
AMPD3,AMPD3,unreviewed,Homo sapiens (Human),E9PPG2
SNX29,SNX29,unreviewed,Homo sapiens (Human),H3BT98
ARIH2 ARI2 TRIAD1 HT005,ARIH2,reviewed,Homo sapiens (Human),O95376
PXK,PXK,unreviewed,Homo sapiens (Human),C9IYJ2
APOOL,APOOL,unreviewed,Homo sapiens (Human),A0A087WYF7
CMPK2,CMPK2,reviewed,Homo sapiens (Human),Q5EBM0
GLT8D1 GALA4A AD-017 MSTP137 UNQ572/PRO1134,GLT8D1,reviewed,Homo sapiens (Human),Q68CQ7
PARP14,PARP14,unreviewed,Homo sapiens (Human),H7C5R8
MBNL1,MBNL1,unreviewed,Homo sapiens (Human),H7C4Y1
SUCLA2,SUCLA2,unreviewed,Homo sapiens (Human),A0A2R8Y5P4
SEC23IP,SEC23IP,unreviewed,Homo sapiens (Human),H7C4C4
HDLBP,HDLBP,unreviewed,Homo sapiens (Human),C9JBS3
AK1,AK1,unreviewed,Homo sapiens (Human),H0YID2
MRPL41 BMRP MRPL27 RPML27 PIG3,MRPL41,reviewed,Homo sapiens (Human),Q8IXM3
PARL PSARL PRO2207,PARL,reviewed,Homo sapiens (Human),Q9H300
NCK1,NCK1,unreviewed,Homo sapiens (Human),C9J869
FAM20B,FAM20B,unreviewed,Homo sapiens (Human),X6RH03
DNAJC2,DNAJC2,unreviewed,Homo sapiens (Human),F2Z3H0
THY1,THY1,unreviewed,Homo sapiens (Human),E9PNQ8
RNH1,RNH1,unreviewed,Homo sapiens (Human),E9PMA9
DNAJB6,DNAJB6,unreviewed,Homo sapiens (Human),C9JDX6
TOR3A ADIR,TOR3A,reviewed,Homo sapiens (Human),Q9H497
SLC25A22,SLC25A22,unreviewed,Homo sapiens (Human),A0A0A6YYN8
EI24,EI24,unreviewed,Homo sapiens (Human),E9PS58
GART,GART,unreviewed,Homo sapiens (Human),C9JBJ1
CEMIP,CEMIP,unreviewed,Homo sapiens (Human),H0YL56
BCLAF1,BCLAF1,unreviewed,Homo sapiens (Human),H0YF00
ELP3,ELP3,unreviewed,Homo sapiens (Human),E5RIC0
CBX3 hCG_1745364,CBX3,unreviewed,Homo sapiens (Human),B8ZZ43
DERA,DERA,unreviewed,Homo sapiens (Human),E9PJB9
ATXN2L,ATXN2L,unreviewed,Homo sapiens (Human),A0A0C4DGL7
CNOT3,CNOT3,unreviewed,Homo sapiens (Human),B7Z6J7
ADNP,ADNP,unreviewed,Homo sapiens (Human),A0A2R8YCL6
C12orf29,C12orf29,reviewed,Homo sapiens (Human),Q8N999
HDAC7,HDAC7,unreviewed,Homo sapiens (Human),A0A087WYQ4
AP2A2,AP2A2,unreviewed,Homo sapiens (Human),E9PPY8
MRPL45,MRPL45,unreviewed,Homo sapiens (Human),A0A087X2D5
SNRPD2 SNRPD1,SNRPD2,reviewed,Homo sapiens (Human),P62316
SYPL1 SYPL,SYPL1,reviewed,Homo sapiens (Human),Q16563
CTNNA1,CTNNA1,unreviewed,Homo sapiens (Human),E5RFM5
MORF4L2,MORF4L2,unreviewed,Homo sapiens (Human),Q5JXX2
SCD FADS5 SCD1 SCDOS,SCD,reviewed,Homo sapiens (Human),O00767
PABPC4,PABPC4,unreviewed,Homo sapiens (Human),H0YEU6
KPNA1,KPNA1,unreviewed,Homo sapiens (Human),F2Z3G4
PIP4K2C,PIP4K2C,unreviewed,Homo sapiens (Human),H0YIJ6
RPL6,RPL6,unreviewed,Homo sapiens (Human),F8VZ45
FMR1,FMR1,unreviewed,Homo sapiens (Human),A0A087WWR6
SLC25A3 PHC OK/SW-cl.48,SLC25A3,reviewed,Homo sapiens (Human),Q00325
LDHA,LDHA,unreviewed,Homo sapiens (Human),F5GXU1
ZFYVE19,ZFYVE19,unreviewed,Homo sapiens (Human),H3BRF9
PPFIBP1,PPFIBP1,unreviewed,Homo sapiens (Human),F5H6Q7
NUP133,NUP133,reviewed,Homo sapiens (Human),Q8WUM0
TTC28,TTC28,unreviewed,Homo sapiens (Human),B0QYP4
AAMDC,AAMDC,unreviewed,Homo sapiens (Human),E9PR47
PYCR1,PYCR1,unreviewed,Homo sapiens (Human),J3QL24
ANXA3,ANXA3,unreviewed,Homo sapiens (Human),D6RAZ8
VPS51,VPS51,unreviewed,Homo sapiens (Human),E9PQN6
ACSF3 PSEC0197,ACSF3,reviewed,Homo sapiens (Human),Q4G176
GSTT2,GSTT2,reviewed,Homo sapiens (Human),P0CG29
PRKAG2,PRKAG2,unreviewed,Homo sapiens (Human),E9PGP6
SRSF7,SRSF7,unreviewed,Homo sapiens (Human),F8WEA1
NECTIN3,NECTIN3,unreviewed,Homo sapiens (Human),C9J795
GNG12,GNG12,reviewed,Homo sapiens (Human),Q9UBI6
MATR3,MATR3,unreviewed,Homo sapiens (Human),D6R8Z5
KYNU,KYNU,unreviewed,Homo sapiens (Human),A0A087WYM2
VIRMA,VIRMA,unreviewed,Homo sapiens (Human),H0YBN5
OAS2,OAS2,reviewed,Homo sapiens (Human),P29728
DPP3,DPP3,unreviewed,Homo sapiens (Human),E9PPK9
MBNL3,MBNL3,unreviewed,Homo sapiens (Human),B1AKI6
MPDZ,MPDZ,unreviewed,Homo sapiens (Human),F8WDQ8
AP1G1,AP1G1,unreviewed,Homo sapiens (Human),B3KNW1
UTRN,UTRN,unreviewed,Homo sapiens (Human),Q5JT44
DKC1 NOLA4,DKC1,reviewed,Homo sapiens (Human),O60832
ASAP1,ASAP1,unreviewed,Homo sapiens (Human),H0YBF7
SCAMP4,SCAMP4,unreviewed,Homo sapiens (Human),C9JWM2
ABI2,ABI2,unreviewed,Homo sapiens (Human),E9PEZ7
POMK,POMK,unreviewed,Homo sapiens (Human),E5RJD5
ZFYVE21,ZFYVE21,unreviewed,Homo sapiens (Human),G3V5D6
