Gene names,Gene names  (primary ),Status,Organism,Protein ID
ITGA5,ITGA5,unreviewed,Homo sapiens (Human),H0YIV7
DNAJC25,DNAJC25,reviewed,Homo sapiens (Human),Q9H1X3
AP2M1,AP2M1,unreviewed,Homo sapiens (Human),C9JTK4
DLGAP4;DAP4;KIAA0964;SAPAP4,DLGAP4,reviewed,Homo sapiens (Human),Q9Y2H0
EHD2;PAST2,EHD2,reviewed,Homo sapiens (Human),Q9NZN4
NEK1;KIAA1901,NEK1,reviewed,Homo sapiens (Human),Q96PY6
CCNYL1,CCNYL1,reviewed,Homo sapiens (Human),Q8N7R7
GNS,GNS,reviewed,Homo sapiens (Human),P15586
RPS15;hCG_21570,RPS15,unreviewed,Homo sapiens (Human),A0A0B4J2B4
TBCD,TBCD,unreviewed,Homo sapiens (Human),A0A0J9YWI5
TOR1A,TOR1A,unreviewed,Homo sapiens (Human),A0A494BZT7
CRYZL1,CRYZL1,unreviewed,Homo sapiens (Human),C9K0F7
KYAT1;CCBL1;hCG_30593,KYAT1,unreviewed,Homo sapiens (Human),B7Z4W5
ZMYND8,ZMYND8,unreviewed,Homo sapiens (Human),A0A087WVZ6
DNAJC13;KIAA0678;RME8,DNAJC13,reviewed,Homo sapiens (Human),O75165
LARP7;HDCMA18P,LARP7,reviewed,Homo sapiens (Human),Q4G0J3
MFSD8,MFSD8,unreviewed,Homo sapiens (Human),A0A286YF73
UBXN4;KIAA0242;UBXD2;UBXDC1,UBXN4,reviewed,Homo sapiens (Human),Q92575
ATP6AP1,ATP6AP1,unreviewed,Homo sapiens (Human),A0A0C4DGX8
DPH5;AD-018;CGI-30;HSPC143;NPD015,DPH5,reviewed,Homo sapiens (Human),Q9H2P9
KIAA1191,KIAA1191,unreviewed,Homo sapiens (Human),A0A087WT18
SLTM;MET,SLTM,reviewed,Homo sapiens (Human),Q9NWH9
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZGY3
NDUFA9,NDUFA9,unreviewed,Homo sapiens (Human),F5H0J3
KIAA1191,KIAA1191,unreviewed,Homo sapiens (Human),D6RAJ7
EHD1,EHD1,unreviewed,Homo sapiens (Human),C9J2Z4
ANXA2,ANXA2,unreviewed,Homo sapiens (Human),H0YNP5
WDR11,WDR11,unreviewed,Homo sapiens (Human),S4R3P9
ZPR1;ZNF259,ZPR1,reviewed,Homo sapiens (Human),O75312
CMPK1,CMPK1,unreviewed,Homo sapiens (Human),A0A494BXC7
ABI2,ABI2,unreviewed,Homo sapiens (Human),H7C3Q7
YWHAZ,YWHAZ,unreviewed,Homo sapiens (Human),E7ESK7
CTSB;CPSB,CTSB,reviewed,Homo sapiens (Human),P07858
UTRN,UTRN,unreviewed,Homo sapiens (Human),Q5JT45
KIFBP,KIFBP,unreviewed,Homo sapiens (Human),A0A1B0GVY9
PEA15,PEA15,unreviewed,Homo sapiens (Human),B1AKZ5
SLC25A46;TB1,SLC25A46,reviewed,Homo sapiens (Human),Q96AG3
POLR1B,POLR1B,unreviewed,Homo sapiens (Human),C9JS83
LTBP2;C14orf141;LTBP3,LTBP2,reviewed,Homo sapiens (Human),Q14767
IVD,IVD,unreviewed,Homo sapiens (Human),H0YLC3
CHPF2,CHPF2,unreviewed,Homo sapiens (Human),C9JZF7
CEP290;BBS14;KIAA0373;NPHP6,CEP290,reviewed,Homo sapiens (Human),O15078
RENBP,RENBP,reviewed,Homo sapiens (Human),P51606
XRN1,XRN1,unreviewed,Homo sapiens (Human),H7C5E4
YIF1A,YIF1A,unreviewed,Homo sapiens (Human),E9PIZ0
SEPTIN9,SEPTIN9,unreviewed,Homo sapiens (Human),K7EIE4
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),H0YBG7
MRPL53,MRPL53,reviewed,Homo sapiens (Human),Q96EL3
CERT1,CERT1,unreviewed,Homo sapiens (Human),A0A2R8Y5S9
MGST1,MGST1,unreviewed,Homo sapiens (Human),F5H613
TACC1,TACC1,unreviewed,Homo sapiens (Human),R4GMT7
ME3,ME3,unreviewed,Homo sapiens (Human),E9PNN2
FBN2,FBN2,unreviewed,Homo sapiens (Human),D6RJI3
MYL6,MYL6,unreviewed,Homo sapiens (Human),F8VXL3
IPO8;RANBP8,IPO8,reviewed,Homo sapiens (Human),O15397
EHD1,EHD1,unreviewed,Homo sapiens (Human),C9JC03
MMAB,MMAB,unreviewed,Homo sapiens (Human),S4R3P5
PGM1,PGM1,reviewed,Homo sapiens (Human),P36871
ZNF800;PP902,ZNF800,reviewed,Homo sapiens (Human),Q2TB10
FAM234A,FAM234A,unreviewed,Homo sapiens (Human),B4DGG1
DNAJB11;EDJ;ERJ3;HDJ9;PSEC0121;UNQ537/PRO1080,DNAJB11,reviewed,Homo sapiens (Human),Q9UBS4
G3BP2;KIAA0660,G3BP2,reviewed,Homo sapiens (Human),Q9UN86
SH3KBP1,SH3KBP1,unreviewed,Homo sapiens (Human),Q5JPT2
HNRNPF;HNRPF,HNRNPF,reviewed,Homo sapiens (Human),P52597
GPX4,GPX4,unreviewed,Homo sapiens (Human),A0A0A0MTT1
NUB1,NUB1,unreviewed,Homo sapiens (Human),H7C5E1
DDX5,DDX5,unreviewed,Homo sapiens (Human),X6RLV5
ETF1,ETF1,unreviewed,Homo sapiens (Human),D6RJE8
FRMD8;FKSG44,FRMD8,reviewed,Homo sapiens (Human),Q9BZ67
ZNF800,ZNF800,unreviewed,Homo sapiens (Human),C9JLY3
CDC27,CDC27,unreviewed,Homo sapiens (Human),I3L2Z8
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),A0A140T9B2
RPS3,RPS3,unreviewed,Homo sapiens (Human),H0YCJ7
HDLBP,HDLBP,unreviewed,Homo sapiens (Human),C9JIZ1
NAALADL1,NAALADL1,unreviewed,Homo sapiens (Human),E9PKR0
COG1,COG1,unreviewed,Homo sapiens (Human),A0A087WVI0
ANAPC1,ANAPC1,unreviewed,Homo sapiens (Human),A0A2R8YF63
TRIR;C19orf43,TRIR,reviewed,Homo sapiens (Human),Q9BQ61
MFSD8,MFSD8,unreviewed,Homo sapiens (Human),A0A286YEV4
PAPOLA;hCG_24516,PAPOLA,unreviewed,Homo sapiens (Human),A0A0C4DGK1
COPS7B;CSN7B,COPS7B,reviewed,Homo sapiens (Human),Q9H9Q2
CNDP2,CNDP2,unreviewed,Homo sapiens (Human),A0A087WVS2
H3-4;H3FT;HIST3H3,H3-4,reviewed,Homo sapiens (Human),Q16695
RPL13AP3,RPL13AP3,reviewed,Homo sapiens (Human),Q6NVV1
FAM20C;DMP4,FAM20C,reviewed,Homo sapiens (Human),Q8IXL6
HEATR6,HEATR6,unreviewed,Homo sapiens (Human),K7ESP5
H3-3A,H3-3A,unreviewed,Homo sapiens (Human),B4DEB1
SQOR;SQRDL;CGI-44,SQOR,reviewed,Homo sapiens (Human),Q9Y6N5
GBA;GC;GLUC,GBA,reviewed,Homo sapiens (Human),P04062
ILKAP;ILKAP2,ILKAP,unreviewed,Homo sapiens (Human),F8SNU6
COPB1,COPB1,unreviewed,Homo sapiens (Human),E9PP73
CD276,CD276,unreviewed,Homo sapiens (Human),A0A0C4DGH0
WDR18,WDR18,unreviewed,Homo sapiens (Human),K7EKX5
SNX17,SNX17,unreviewed,Homo sapiens (Human),F8WFA0
CAPN5,CAPN5,unreviewed,Homo sapiens (Human),E9PS73
BRD2,BRD2,unreviewed,Homo sapiens (Human),A0A140T9I1
RELA,RELA,unreviewed,Homo sapiens (Human),E9PJR1
HADH,HADH,unreviewed,Homo sapiens (Human),A0A1W2PNM1
PTMA,PTMA,unreviewed,Homo sapiens (Human),B8ZZA1
PTGS1,PTGS1,unreviewed,Homo sapiens (Human),A0A087X296
NAPG,NAPG,unreviewed,Homo sapiens (Human),J3QKW4
NDE1,NDE1,unreviewed,Homo sapiens (Human),I3L2R9
MTX3,MTX3,reviewed,Homo sapiens (Human),Q5HYI7
DNAJC13,DNAJC13,unreviewed,Homo sapiens (Human),A0A3B3IRM0
SETD3;C14orf154,SETD3,reviewed,Homo sapiens (Human),Q86TU7
WARS1,WARS1,unreviewed,Homo sapiens (Human),G3V4C7
ALDH6A1;MMSDH,ALDH6A1,reviewed,Homo sapiens (Human),Q02252
MAPK14,MAPK14,unreviewed,Homo sapiens (Human),B5TY33
CDK14,CDK14,unreviewed,Homo sapiens (Human),C9JWL6
TCIRG1,TCIRG1,unreviewed,Homo sapiens (Human),E9PMC5
USP6NL,USP6NL,unreviewed,Homo sapiens (Human),X6RAB3
GOT1,GOT1,reviewed,Homo sapiens (Human),P17174
UBL4A,UBL4A,unreviewed,Homo sapiens (Human),Q5HY81
NUTF2;NTF2,NUTF2,reviewed,Homo sapiens (Human),P61970
MAPK3,MAPK3,unreviewed,Homo sapiens (Human),E9PQW4
SNX15,SNX15,unreviewed,Homo sapiens (Human),E9PK26
RPS3,RPS3,unreviewed,Homo sapiens (Human),E9PJH4
SHOC2;KIAA0862,SHOC2,reviewed,Homo sapiens (Human),Q9UQ13
MMUT;MUT,MMUT,reviewed,Homo sapiens (Human),P22033
STXBP6,STXBP6,unreviewed,Homo sapiens (Human),F8VZZ2
PRKAR1A,PRKAR1A,unreviewed,Homo sapiens (Human),K7EKR1
FLOT1,FLOT1,unreviewed,Homo sapiens (Human),A2AB09
RACGAP1,RACGAP1,unreviewed,Homo sapiens (Human),F8VZ41
TMBIM1,TMBIM1,unreviewed,Homo sapiens (Human),C9JW19
CHD1L,CHD1L,unreviewed,Homo sapiens (Human),A0A087WZM7
RPL23,RPL23,unreviewed,Homo sapiens (Human),J3KT29
CBR1,CBR1,unreviewed,Homo sapiens (Human),A8MTM1
SNUPN,SNUPN,unreviewed,Homo sapiens (Human),H3BSK1
LAGE3;DXS9879E;ESO3;ITBA2,LAGE3,reviewed,Homo sapiens (Human),Q14657
OSBPL9;ORP9;OSBP4,OSBPL9,reviewed,Homo sapiens (Human),Q96SU4
ITSN1,ITSN1,unreviewed,Homo sapiens (Human),A8CTZ0
TYMP;ECGF1,TYMP,reviewed,Homo sapiens (Human),P19971
COG7;UNQ3082/PRO10013,COG7,reviewed,Homo sapiens (Human),P83436
DHODH,DHODH,unreviewed,Homo sapiens (Human),J3QRQ3
PLEKHA5,PLEKHA5,unreviewed,Homo sapiens (Human),A0JP02
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GW68
REXO2,REXO2,unreviewed,Homo sapiens (Human),Q9BTR4
PRKAG1,PRKAG1,unreviewed,Homo sapiens (Human),F8VZX1
OSBPL8,OSBPL8,unreviewed,Homo sapiens (Human),F8VZ43
PPP4R3A,PPP4R3A,unreviewed,Homo sapiens (Human),H0YJN6
HARS1,HARS1,unreviewed,Homo sapiens (Human),B4DDD8
PSMD13,PSMD13,unreviewed,Homo sapiens (Human),A0A087WUL9
CDK1,CDK1,unreviewed,Homo sapiens (Human),E5RIU6
PAWR,PAWR,unreviewed,Homo sapiens (Human),H0YI16
SPC25;SPBC25;AD024,SPC25,reviewed,Homo sapiens (Human),Q9HBM1
JPT2,JPT2,unreviewed,Homo sapiens (Human),H3BMM8
MED16,MED16,unreviewed,Homo sapiens (Human),K7EKX6
DCTD,DCTD,unreviewed,Homo sapiens (Human),D6RBJ9
MYO5B,MYO5B,unreviewed,Homo sapiens (Human),A0A0A0MR36
CLASP2,CLASP2,unreviewed,Homo sapiens (Human),H7C4X8
,,unreviewed,Homo sapiens (Human),A0A2R8YDQ0
UTP15,UTP15,unreviewed,Homo sapiens (Human),D6RF65
DPP7;DPP2;QPP,DPP7,reviewed,Homo sapiens (Human),Q9UHL4
LAMA4,LAMA4,unreviewed,Homo sapiens (Human),H0YAP9
ABCC4;MOATB;MRP4,ABCC4,reviewed,Homo sapiens (Human),O15439
SLC25A46,SLC25A46,unreviewed,Homo sapiens (Human),E7EVY2
ACSF3,ACSF3,unreviewed,Homo sapiens (Human),H3BTS0
SNX1,SNX1,reviewed,Homo sapiens (Human),Q13596
NSFL1C;UBXN2C,NSFL1C,reviewed,Homo sapiens (Human),Q9UNZ2
SCFD2,SCFD2,unreviewed,Homo sapiens (Human),A0A087WUD7
ETFA,ETFA,unreviewed,Homo sapiens (Human),H0YLU7
PRKAG2,PRKAG2,reviewed,Homo sapiens (Human),Q9UGJ0
DAP3,DAP3,unreviewed,Homo sapiens (Human),V9GZ61
SRP19,SRP19,unreviewed,Homo sapiens (Human),A0A2R8Y4M3
MRPS2;CGI-91,MRPS2,reviewed,Homo sapiens (Human),Q9Y399
ABI3BP,ABI3BP,unreviewed,Homo sapiens (Human),H7C5S3
HADHA;HADH,HADHA,reviewed,Homo sapiens (Human),P40939
STX17,STX17,reviewed,Homo sapiens (Human),P56962
FST,FST,reviewed,Homo sapiens (Human),P19883
UBAP2L,UBAP2L,unreviewed,Homo sapiens (Human),Q5VU80
OCRL,OCRL,unreviewed,Homo sapiens (Human),A0A2R8YG38
PSMD6,PSMD6,unreviewed,Homo sapiens (Human),C9J0E9
PITRM1;KIAA1104;MP1;PREP,PITRM1,reviewed,Homo sapiens (Human),Q5JRX3
MFSD8;MGC33302;hCG_1778573,MFSD8,unreviewed,Homo sapiens (Human),A0A286YFI8
COL4A2,COL4A2,unreviewed,Homo sapiens (Human),A0A3B3IS47
UBE2Z,UBE2Z,unreviewed,Homo sapiens (Human),H0Y9X8
DBNL,DBNL,unreviewed,Homo sapiens (Human),F8WB73
RPL37A,RPL37A,unreviewed,Homo sapiens (Human),Q6P4E4
CNOT2,CNOT2,unreviewed,Homo sapiens (Human),F8VQF4
GARS1,GARS1,unreviewed,Homo sapiens (Human),F8WCK4
OPTN,OPTN,unreviewed,Homo sapiens (Human),X6RKL2
SRP19,SRP19,unreviewed,Homo sapiens (Human),A0A087WYR0
HNRNPU,HNRNPU,unreviewed,Homo sapiens (Human),A0A1X7SBS1
COG3;SEC34,COG3,reviewed,Homo sapiens (Human),Q96JB2
EIF2S1,EIF2S1,unreviewed,Homo sapiens (Human),G3V4T5
TJP1;hCG_27621,TJP1,unreviewed,Homo sapiens (Human),A0A087X0K9
SNRPD2;SNRPD1,SNRPD2,reviewed,Homo sapiens (Human),P62316
HNRNPM,HNRNPM,unreviewed,Homo sapiens (Human),M0R2T0
POLDIP3;PDIP46,POLDIP3,unreviewed,Homo sapiens (Human),Q6R954
NAT14,NAT14,unreviewed,Homo sapiens (Human),M0R1E3
RACK1,RACK1,unreviewed,Homo sapiens (Human),H0Y9P0
SRI,SRI,reviewed,Homo sapiens (Human),P30626
COMT,COMT,unreviewed,Homo sapiens (Human),E7EMS6
ELN,ELN,unreviewed,Homo sapiens (Human),E7ENW7
RRP12,RRP12,unreviewed,Homo sapiens (Human),A0A087X0G0
KATNA1,KATNA1,unreviewed,Homo sapiens (Human),B7ZBC9
PLPP3;LPP3;PPAP2B,PLPP3,reviewed,Homo sapiens (Human),O14495
CLTC,CLTC,unreviewed,Homo sapiens (Human),J3KS13
DCN,DCN,unreviewed,Homo sapiens (Human),F8VX58
TIAL1,TIAL1,unreviewed,Homo sapiens (Human),A6NKZ9
EEF1B2,EEF1B2,unreviewed,Homo sapiens (Human),C9JZW3
IAH1,IAH1,unreviewed,Homo sapiens (Human),C9J5J2
UBE4A,UBE4A,unreviewed,Homo sapiens (Human),B7Z7P0
TMEM41A,TMEM41A,unreviewed,Homo sapiens (Human),F8WDE2
ADI1,ADI1,unreviewed,Homo sapiens (Human),H7C382
UGDH,UGDH,unreviewed,Homo sapiens (Human),E9PBD2
CHMP2A,CHMP2A,unreviewed,Homo sapiens (Human),M0QXX8
SCYL2,SCYL2,unreviewed,Homo sapiens (Human),H0YI32
MOB3A,MOB3A,unreviewed,Homo sapiens (Human),K7ESI3
NDUFA5,NDUFA5,unreviewed,Homo sapiens (Human),A0A087X1G1
PSMD2,PSMD2,unreviewed,Homo sapiens (Human),F8WBS8
CCNK;CPR4,CCNK,reviewed,Homo sapiens (Human),O75909
NCOR2,NCOR2,unreviewed,Homo sapiens (Human),C9JQE8
FUBP1,FUBP1,unreviewed,Homo sapiens (Human),C9JSZ1
DARS1;DARS;PIG40,DARS1,reviewed,Homo sapiens (Human),P14868
ACAD9,ACAD9,unreviewed,Homo sapiens (Human),H0Y8Z9
XPNPEP1,XPNPEP1,unreviewed,Homo sapiens (Human),Q5T6H2
UROS;hCG_1727047,UROS,unreviewed,Homo sapiens (Human),Q5T3L8
CNOT1;CDC39;KIAA1007;NOT1;AD-005,CNOT1,reviewed,Homo sapiens (Human),A5YKK6
TUBGCP3,TUBGCP3,unreviewed,Homo sapiens (Human),A0A087WZV5
ERO1A,ERO1A,unreviewed,Homo sapiens (Human),G3V2H0
H3-3B,H3-3B,unreviewed,Homo sapiens (Human),K7EMV3
WNT5B,WNT5B,unreviewed,Homo sapiens (Human),F5H034
MFSD8,MFSD8,unreviewed,Homo sapiens (Human),A0A286YF00
PPP5C,PPP5C,unreviewed,Homo sapiens (Human),A8MU39
GOLGA2,GOLGA2,unreviewed,Homo sapiens (Human),A0A087WYC0
AGTRAP;ATRAP,AGTRAP,reviewed,Homo sapiens (Human),Q6RW13
PIGT,PIGT,unreviewed,Homo sapiens (Human),B7Z7C5
SEL1L,SEL1L,unreviewed,Homo sapiens (Human),G3V3B3
DDX6,DDX6,unreviewed,Homo sapiens (Human),Q8IV96
RAB7A,RAB7A,unreviewed,Homo sapiens (Human),C9J7D1
PPP2R1A,PPP2R1A,unreviewed,Homo sapiens (Human),M0R0K6
DNAJC25,DNAJC25,unreviewed,Homo sapiens (Human),F2Z3D1
PHC2,PHC2,unreviewed,Homo sapiens (Human),A0A0A0MSI2
SLC25A22;GC1,SLC25A22,reviewed,Homo sapiens (Human),Q9H936
TTC28,TTC28,unreviewed,Homo sapiens (Human),B0QYP4
STX10;SYN10,STX10,reviewed,Homo sapiens (Human),O60499
EMC2;KIAA0103;TTC35,EMC2,reviewed,Homo sapiens (Human),Q15006
RELA,RELA,unreviewed,Homo sapiens (Human),E9PMD5
ACTG1,ACTG1,unreviewed,Homo sapiens (Human),I3L4N8
DBN1,DBN1,unreviewed,Homo sapiens (Human),D6R9W4
GSTM3;GST5,GSTM3,reviewed,Homo sapiens (Human),P21266
HEATR1;BAP28;UTP10,HEATR1,reviewed,Homo sapiens (Human),Q9H583
APEX1,APEX1,unreviewed,Homo sapiens (Human),G3V5Q1
ALDH1B1;ALDH5;ALDHX,ALDH1B1,reviewed,Homo sapiens (Human),P30837
RBCK1,RBCK1,unreviewed,Homo sapiens (Human),A6PVJ6
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),A0A0J9YWK1
PSMA4;HC9;PSC9,PSMA4,reviewed,Homo sapiens (Human),P25789
LMAN2L;VIPL;PSEC0028;UNQ368/PRO704,LMAN2L,reviewed,Homo sapiens (Human),Q9H0V9
TATDN1;hCG_1780029,TATDN1,unreviewed,Homo sapiens (Human),G5EA19
METTL3,METTL3,unreviewed,Homo sapiens (Human),F5H6D8
SEPTIN9,SEPTIN9,unreviewed,Homo sapiens (Human),K7EKN4
AP1S2,AP1S2,unreviewed,Homo sapiens (Human),A0A5F9ZI43
RBPJ,RBPJ,unreviewed,Homo sapiens (Human),D6RCM1
PPID;CYP40;CYPD,PPID,reviewed,Homo sapiens (Human),Q08752
HADH;HAD;HAD1;HADHSC;SCHAD,HADH,reviewed,Homo sapiens (Human),Q16836
LYRM1,LYRM1,reviewed,Homo sapiens (Human),O43325
TRAPPC12,TRAPPC12,unreviewed,Homo sapiens (Human),H7C0K3
KLC2,KLC2,unreviewed,Homo sapiens (Human),A8MX29
SMPD4,SMPD4,unreviewed,Homo sapiens (Human),H7C2E2
AEBP1;ACLP,AEBP1,reviewed,Homo sapiens (Human),Q8IUX7
MFN2;CPRP1;KIAA0214,MFN2,reviewed,Homo sapiens (Human),O95140
TCEA1,TCEA1,unreviewed,Homo sapiens (Human),A0A1W2PRL9
EXOC3L4,EXOC3L4,unreviewed,Homo sapiens (Human),H0YNJ4
SPRY2,SPRY2,reviewed,Homo sapiens (Human),O43597
RBBP7,RBBP7,unreviewed,Homo sapiens (Human),E9PC52
CYBRD1;DCYTB;FRRS3,CYBRD1,reviewed,Homo sapiens (Human),Q53TN4
TMEM231,TMEM231,unreviewed,Homo sapiens (Human),H3BPY4
PDCD10,PDCD10,unreviewed,Homo sapiens (Human),C9J5C3
PPM1F,PPM1F,unreviewed,Homo sapiens (Human),C9J2F3
TOM1,TOM1,unreviewed,Homo sapiens (Human),F8WAW7
DPYSL2,DPYSL2,unreviewed,Homo sapiens (Human),A0A1C7CYX9
CANX,CANX,unreviewed,Homo sapiens (Human),D6RFL1
CLCC1,CLCC1,unreviewed,Homo sapiens (Human),Q5T1P5
MCM4,MCM4,unreviewed,Homo sapiens (Human),A0A3B3ITP6
SEPTIN7,SEPTIN7,unreviewed,Homo sapiens (Human),G3V1Q4
COPS7A,COPS7A,unreviewed,Homo sapiens (Human),F5H3M6
CNN1,CNN1,reviewed,Homo sapiens (Human),P51911
YTHDC1,YTHDC1,unreviewed,Homo sapiens (Human),J3KS01
TXLNA;TXLN,TXLNA,reviewed,Homo sapiens (Human),P40222
PLRG1,PLRG1,unreviewed,Homo sapiens (Human),H0YAA2
ST13,ST13,unreviewed,Homo sapiens (Human),H7C3I1
OTUD4,OTUD4,unreviewed,Homo sapiens (Human),D6RI06
AKAP10,AKAP10,unreviewed,Homo sapiens (Human),E7EMD6
EML2,EML2,unreviewed,Homo sapiens (Human),A0A0C4DGQ7
RBBP7,RBBP7,unreviewed,Homo sapiens (Human),Q5JNZ6
CALCOCO2,CALCOCO2,unreviewed,Homo sapiens (Human),I3L4E1
NQO1,NQO1,unreviewed,Homo sapiens (Human),H3BRK3
PPP4R3A,PPP4R3A,unreviewed,Homo sapiens (Human),G3V5A2
SBDS;CGI-97,SBDS,reviewed,Homo sapiens (Human),Q9Y3A5
TBL1XR1,TBL1XR1,unreviewed,Homo sapiens (Human),A0A0D9SF63
USP8,USP8,unreviewed,Homo sapiens (Human),H0YNL5
LRPPRC,LRPPRC,unreviewed,Homo sapiens (Human),C9JCA9
RAB11FIP5,RAB11FIP5,unreviewed,Homo sapiens (Human),A0A1B0GTL5
JAGN1,JAGN1,reviewed,Homo sapiens (Human),Q8N5M9
RNH1,RNH1,unreviewed,Homo sapiens (Human),E9PMJ3
GALNT15;GALNTL2;UNQ770/PRO1564,GALNT15,reviewed,Homo sapiens (Human),Q8N3T1
NCBP3;C17orf85,NCBP3,reviewed,Homo sapiens (Human),Q53F19
TKT,TKT,reviewed,Homo sapiens (Human),P29401
ACE;DCP;DCP1,ACE,reviewed,Homo sapiens (Human),P12821
SYPL1,SYPL1,unreviewed,Homo sapiens (Human),A0A0U1RQT9
TTC37,TTC37,unreviewed,Homo sapiens (Human),D6RDA0
BTBD2,BTBD2,unreviewed,Homo sapiens (Human),K7EMW9
TMEM91,TMEM91,unreviewed,Homo sapiens (Human),F5GWC9
ACACA,ACACA,unreviewed,Homo sapiens (Human),A0A0C4DGT1
EIF2B4,EIF2B4,unreviewed,Homo sapiens (Human),A0A087WW69
OCIAD1;ASRIJ;OCIA,OCIAD1,reviewed,Homo sapiens (Human),Q9NX40
CHD1L,CHD1L,unreviewed,Homo sapiens (Human),A0A494C0M4
TSC2,TSC2,unreviewed,Homo sapiens (Human),H3BQK4
NHP2,NHP2,unreviewed,Homo sapiens (Human),D6RCB9
RWDD4,RWDD4,unreviewed,Homo sapiens (Human),E7EV43
TPST1,TPST1,unreviewed,Homo sapiens (Human),C9J3I4
HNRNPM,HNRNPM,unreviewed,Homo sapiens (Human),M0R0N3
PPP1R12A;MBS;MYPT1,PPP1R12A,reviewed,Homo sapiens (Human),O14974
CPNE7,CPNE7,unreviewed,Homo sapiens (Human),H0YEH8
SNX15,SNX15,reviewed,Homo sapiens (Human),Q9NRS6
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GVJ1
CS,CS,unreviewed,Homo sapiens (Human),F8VR34
HOOK3,HOOK3,reviewed,Homo sapiens (Human),Q86VS8
MRPS27;KIAA0264,MRPS27,reviewed,Homo sapiens (Human),Q92552
CHD1L,CHD1L,unreviewed,Homo sapiens (Human),A0A494C0B8
AHCYL1;DCAL;IRBIT;XPVKONA,AHCYL1,reviewed,Homo sapiens (Human),O43865
SEH1L;SEC13L;SEH1,SEH1L,reviewed,Homo sapiens (Human),Q96EE3
PDLIM7,PDLIM7,unreviewed,Homo sapiens (Human),H0Y8W6
CAPN1,CAPN1,unreviewed,Homo sapiens (Human),E9PMC6
RPS2;RPS4,RPS2,reviewed,Homo sapiens (Human),P15880
MPDU1,MPDU1,unreviewed,Homo sapiens (Human),I3L4E0
PACS1,PACS1,unreviewed,Homo sapiens (Human),H0YE62
MROH1,MROH1,unreviewed,Homo sapiens (Human),E9PHY8
CASP1;IL1BC;IL1BCE,CASP1,reviewed,Homo sapiens (Human),P29466
WLS,WLS,unreviewed,Homo sapiens (Human),E9PKJ0
MT-CO2;COII;COX2;COXII;MTCO2,MT-CO2,reviewed,Homo sapiens (Human),P00403
NPLOC4;KIAA1499;NPL4,NPLOC4,reviewed,Homo sapiens (Human),Q8TAT6
FHOD1;FHOS;FHOS1,FHOD1,reviewed,Homo sapiens (Human),Q9Y613
XPC;XPCC,XPC,reviewed,Homo sapiens (Human),Q01831
IKBKB,IKBKB,unreviewed,Homo sapiens (Human),A0A499FJS7
TXNRD1;GRIM12;KDRF,TXNRD1,reviewed,Homo sapiens (Human),Q16881
S100A16;S100F;AAG13,S100A16,reviewed,Homo sapiens (Human),Q96FQ6
TRIP4,TRIP4,unreviewed,Homo sapiens (Human),H0YL91
SCP2,SCP2,reviewed,Homo sapiens (Human),P22307
FSCN1,FSCN1,unreviewed,Homo sapiens (Human),C9JFC0
PSME3,PSME3,unreviewed,Homo sapiens (Human),B3KQ25
PDCD10;CCM3;TFAR15,PDCD10,reviewed,Homo sapiens (Human),Q9BUL8
FAM234A,FAM234A,unreviewed,Homo sapiens (Human),C9JJN3
SIRPA;BIT;MFR;MYD1;PTPNS1;SHPS1;SIRP,SIRPA,reviewed,Homo sapiens (Human),P78324
SPG11,SPG11,unreviewed,Homo sapiens (Human),H0YLK7
GPR108;hCG_1811164,GPR108,unreviewed,Homo sapiens (Human),G5E9L6
MRPL24,MRPL24,unreviewed,Homo sapiens (Human),X6RIR5
GOLGA1,GOLGA1,unreviewed,Homo sapiens (Human),R4GNH1
LOXL3;LOXL,LOXL3,reviewed,Homo sapiens (Human),P58215
YBX1;NSEP1;YB1,YBX1,reviewed,Homo sapiens (Human),P67809
GLS,GLS,unreviewed,Homo sapiens (Human),H7C201
ACYP2,ACYP2,unreviewed,Homo sapiens (Human),U3KPX8
CIRBP,CIRBP,unreviewed,Homo sapiens (Human),K7ER40
TTC9C,TTC9C,unreviewed,Homo sapiens (Human),E7EST3
SGSH,SGSH,unreviewed,Homo sapiens (Human),I3L4B7
SSR1;TRAPA;PSEC0262,SSR1,reviewed,Homo sapiens (Human),P43307
COL11A1,COL11A1,unreviewed,Homo sapiens (Human),A0A2R8YDU3
GABARAPL2,GABARAPL2,unreviewed,Homo sapiens (Human),H3BQ50
FBLN1,FBLN1,unreviewed,Homo sapiens (Human),B1AHM8
PTEN;MMAC1;TEP1,PTEN,reviewed,Homo sapiens (Human),P60484
PIK3R1,PIK3R1,unreviewed,Homo sapiens (Human),E5RGI8
CNDP2,CNDP2,unreviewed,Homo sapiens (Human),J3KRD5
HOOK2,HOOK2,unreviewed,Homo sapiens (Human),K7ENU5
NUP58,NUP58,unreviewed,Homo sapiens (Human),Q5JRG1
FKBP7;FKBP23;UNQ670/PRO1304,FKBP7,reviewed,Homo sapiens (Human),Q9Y680
,,unreviewed,Homo sapiens (Human),A0A2R8Y6J1
